年份,省份,院校代码,学校,专业名称,最低分,最低位次,选科要求,录取批次,隶属,办学层次,办学类型,学校性质,是否双一流,是否 985,是否 211,城市,网址
2022,浙江,10340,浙江海洋大学,海洋工程与技术,531,54227,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,物理学（师范）,531,54227,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,水产养殖学,529,55884,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,能源与动力工程,529,55884,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,土木工程,528,56731,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,数学与应用数学（师范）,528,56731,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,机器人工程,528,56731,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,海洋科学类,528,56731,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,海洋资源与环境,527,57571,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,食品科学与工程,526,58424,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,环境科学与工程,526,58424,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,船舶与海洋工程（中外合作办学）（中外合作办学）,520,63600,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,船舶与海洋工程,529,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,海洋资源与环境,528,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,机械设计制造及其自动化,521,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,环境科学与工程,516,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,食品科学与工程,514,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,轮机工程（船机修造方向）,514,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,电气工程及其自动化,511,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,电子信息工程,511,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,机器人工程,510,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,化学工程与工艺,510,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,土木工程,509,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,交通管理,509,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,水产养殖学,509,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2022,浙江,10340,浙江海洋大学,安全工程,509,-,,本科二批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,英语,518,18052,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,旅游管理,515,19329,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,商务英语,512,20630,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,物流管理,510,21568,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,英语,518,18052,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,旅游管理,515,19329,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,商务英语,512,20630,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,物流管理,510,21568,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,化学工程与工艺,508,64440,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,轮机工程（船机修造方向）,507,65329,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,油气储运工程,505,67144,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,安全工程,501,70882,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,电气工程及其自动化,520,53947,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,电子信息工程,519,54729,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,船舶与海洋工程,519,54729,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,数据科学与大数据技术,516,57293,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋工程与技术,512,60866,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,港口航道与海岸工程,512,60866,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,物理学（师范）,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋渔业科学与技术,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,机器人工程,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,水产养殖学,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋科学类,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,数学与应用数学（师范）,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,水族科学与技术,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,土木工程,509,63528,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋资源与环境,509,63528,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,环境科学与工程,508,64440,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,化学工程与工艺,508,64440,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,轮机工程（船机修造方向）,507,65329,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,食品科学与工程,506,66205,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,药学,505,67144,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,油气储运工程,505,67144,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,船舶与海洋工程（中外合作办学（中外合作办学）,502,69923,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,安全工程,501,70882,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,电气工程及其自动化,520,53947,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,电子信息工程,519,54729,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,船舶与海洋工程,519,54729,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,数据科学与大数据技术,516,57293,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋工程与技术,512,60866,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,港口航道与海岸工程,512,60866,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,物理学（师范）,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋渔业科学与技术,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,机器人工程,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,水产养殖学,511,61768,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,数学与应用数学（师范）,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,水族科学与技术,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,土木工程,509,63528,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,船舶与海洋工程（中外合作办学（中外合作办学）,502,69923,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋科学类,510,62645,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,海洋资源与环境,509,63528,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,环境科学与工程,508,64440,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
2021,浙江,10340,浙江海洋大学,食品科学与工程,506,66205,,本科批,浙江省,普通本科,农林类,公办,否,否,否,舟山市,https://www.gaokao.cn/school/248/provinceline
